long,lat,id,nombre,categoria,cocina,ambientacion,telefono,mail,horario,calle_nombre,calle_altura,calle_cruce,direccion_completa,barrio,comuna,codigo_postal,codigo_postal_argentino
"-583,969,893","-346,019,442",867,REIKY CAFE,RESTAURANTE,,,4374 9984,,,JUNIN,631,,JUNIN 631,Balvanera,3,1026,C1026ABM
"-58,381,625","-346,175,964",1465,RELAX,RESTAURANTE,MINUTAS,MODERNO,4383 6505,,,INDEPENDENCIA AV,1101,,INDEPENDENCIA AV. 1101,Monserrat,1,1099,C1099AAL
"-583,651,125","-346,226,823",1625,RENATINO RISTORANTE,RESTAURANTE,ITALIANA,ELEGANTE,4315 2481,www.renatino.com.ar,,MOREAU DE JUSTO ALICIA,1760,,"MOREAU DE JUSTO, ALICIA AV. 1760",Puerto Madero,1,1107,C1107AFJ
"-5,846,307","-34,641,605",1198,REPATA,CAFE,,,,,,LAFUENTE,925,,LAFUENTE AV. 925,Flores,7,1406,C1406ETJ
"-584,739,315","-346,535,582",1531,REPLAY,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,4671 8991,,lunes a lunes de 9 a 00,PERON EVA,4400,,"PERON, EVA AV. 4400",Parque Avellaneda,9,1407,C1407HUU
"-583,877,237","-346,006,704",2464,RESTAURANT CASA CHINA,RESTAURANTE,INTERNACIONAL,,4371 1352,,,VIAMONTE,1476,,VIAMONTE 1476,San Nicolas,1,1055,C1055ABB
"-583,940,773","-345,916,992",1908,RESTAURANT DEL CLUB SIRIO,RESTAURANTE,,,4806 5764,,,PACHECO DE MELO JOSE ANDRES,1902,,"PACHECO DE MELO, JOSE ANDRES 1902",Recoleta,2,1126,C1126AAD
"-583,944,896","-345,889,786",1909,RESTAURANT EL RINCON,RESTAURANTE,ESPAÃ‘OLA,ANTIGUO,4803 8273,,,URIBURU,1759,,"URIBURU JOSE E., Pres. 1759",Recoleta,2,1114,C1114AAS
"-5,837,818","-346,018,322",2466,RESTAURANT VICTORIA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4326 6076,alimentosybebidas@rochester_hotel.com.ar,lunes a domingo de 12 a 15 y de 20 a 23,ESMERALDA,542,,ESMERALDA 542,San Nicolas,1,1007,C1007ABD
"-58,393,811","-346,020,076",868,RESTAURANT Y CONFITERIA DE LA PROVI,RESTAURANTE,INTERNACIONAL,MODERNO,4813 2721,,,TUCUMAN,1889,,TUCUMAN 1889,Balvanera,3,1050,C1050AAK
"-584,276,654","-345,983,866",661,RESTAURANTE CHINO,RESTAURANTE,,,,,,ESTADO DE ISRAEL,4382,,ESTADO DE ISRAEL AV. 4382,Almagro,5,1185,C1185AAP
,,,RESTAURANTE EL PUENTECITO,Gastronomia,,,4301-1794,bodegonelpuentecito@gmail.com,,,,,VIEYTES 1895,BARRACAS,4,,
,,,RESTAURANTE LEZAMA,Restaurante,,,4361-0114,,,,,,BRASIL 359,SAN TELMO,1,,
,,,RESTAURANTE PUERTO CRISTAL,Restaurante,,,4331-3669,consultas@puerto-cristal.com.ar,,,,,ALICIA M. DE JUSTO 1082,PUERTO MADERO,1,,
,,,RESTAURANTE VOLVER,Restaurante,,,6311-4495,restaurantevolver@abastoplaza.com,,,,,AV. CORRIENTES 3190 1_PISO,BALVANERA,5,,
"-583,897,819","-345,980,014",1910,RESTO,RESTAURANTE,DE AUTOR,,4816 6711,,lunes a miércoles de 12 a 15 - jueves a domingo de 20 a 00,MONTEVIDEO,938,,MONTEVIDEO 938,Recoleta,2,1019,C1019ABT
"-584,357,379","-345,845,289",410,RESTODANTE,RESTAURANTE,INTERNACIONAL,RUSTICA,4899 0930,,,HONDURAS,5535,,HONDURAS 5535,Palermo,14,1414,C1414BNC
"-584,135,357","-345,908,165",412,RESTOURANT PASO,RESTAURANTE,,,,,,CHARCAS,3382,,CHARCAS 3382,Palermo,14,1425,C1425BMR
"-584,286,856","-346,181,651",1060,RETABLO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4902 1668,,,LA PLATA,293,,LA PLATA AV. 293,Caballito,6,1184,C1184AAC
"-583,747,191","-346,120,026",1466,REY CASTRO,RESTAURANTE,CUBANA,CUBANA,,,,PERU,342,,PERU 342,Monserrat,1,1067,C1067AAH
"-583,796,961","-346,024,162",2465,REY DEL SABOR,RESTAURANTE,FAST FOOD,MODERNO,,,lunes a viernes de 7.30 a 6 - sábado y domingo de 10 a 6,LAVALLE,909,,LAVALLE 909,San Nicolas,1,1047,C1047AAS
"-583,780,199","-34,597,607",2038,RIALTO,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4311 2213,,,PARAGUAY,789,,PARAGUAY 789,Retiro,1,1057,C1057AAI
"-583,714,969","-345,986,861",2467,RIALTO II,RESTAURANTE,SANDWICHERIA,CLASICO PORTEÑO,4313 0897,,lunes a viernes de 7.30 a 18.30,25 DE MAYO,784,,25 DE MAYO 784,San Nicolas,1,1002,C1002ABP
"-583,739,737","-34,600,726",2468,RIATTO,CAFE,MINUTAS,CLASICO PORTEÑO,4314 7794,,lunes a domingo de 7.30 a 18.30,SAN MARTIN,621,,SAN MARTIN 621,San Nicolas,1,1004,C1004AAM
"-583,630,326","-346,370,402",1263,RIBERA SUR,BAR,MINUTAS,CLASICO PORTEÑO,4302 2445,,lunes a sábado de 9 a 22.30,SUAREZ,694,,SUAREZ 694,Boca,4,1162,C1162AEN
"-584,154,214","-345,872,685",413,RICHARD'S,BAR,MINUTAS,CLASICO PORTEÑO,4821 6188,,,ALVAREZ JULIAN,2409,,"ALVAREZ, JULIAN 2409",Palermo,14,1425,C1425DHK
"-583,986,645","-346,021,685",870,RICHMOND,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4951 8466,,,TUCUMAN,2201,,TUCUMAN 2201,Balvanera,3,1051,C1051ACA
"-583,753,042","-346,026,069",2469,RICHMOND,CAFE,INTERNACIONAL,CLASICO PORTEÑO,4322 1653,www.restauranr.com.ar,,FLORIDA,466,,FLORIDA 466,San Nicolas,1,1005,C1005AAJ
"-584,090,413","-346,104,274",869,RICO RICO,RESTAURANTE,,,4867 4900,,,RIVADAVIA,3002,,RIVADAVIA AV. 3002,Balvanera,3,1203,C1203AAP
"-584,225,195","-346,016,982",663,RIEMPE BAR,RESTAURANTE,MINUTAS,MODERNO,4861 0041,,,HUMAHUACA,4101,,HUMAHUACA 4101,Almagro,5,1192,C1192ACE
"-583,920,843","-345,942,012",1911,RIGOLETTO,RESTAURANTE,ITALIANA,CLASICO PORTEÑO,4814 4777,,lunes a viernes de 7.30 a 3,RODRIGUEZ PEÑA,1291,,RODRIGUEZ PEÑA 1291,Recoleta,2,,
"-583,831,047","-346,144,596",1468,RIN Y SON SOCIAL CLUB,RESTAURANTE,CUBANA,MODERNO,4382 3427,ronyson1@hotmail.com,,SALTA,508,,SALTA 508,Monserrat,1,1074,C1074AAL
"-585,236,305","-346,394,557",1280,RINCON DEL PILAR,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4644 5971,,,COSQUIN,32,,COSQUIN 32,Liniers,9,1408,C1408GIB
"-584,357,131","-345,801,609",415,RINCON SALTEÑO,BAR,REGIONAL,RUSTICA,4775 9777,bbrunet@netizen.com.ar,lunes a domingo de 12 a 16 y de 20 al cierre,CARRANZA ANGEL JUSTINIANO,1996,,"CARRANZA, ANGEL JUSTINIANO 1996",Palermo,14,1414,C1414COX
"-584,319,779","-346,039,093",664,RIO,CAFE,MINUTAS,CLASICO PORTEÑO,,,,SARMIENTO,4699,,SARMIENTO 4699,Almagro,5,1197,C1197AAS
"-584,209,801","-345,759,181",414,RIO ALBA,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4773 5748,,,CERVIÑO AV,4499,,CERVIÑO AV. 4499,Palermo,14,,
"-583,967,466","-346,059,979",871,RIO MALON,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4953 2517,,,SARMIENTO,2108,,SARMIENTO 2108,Balvanera,3,1044,C1044AAH
"-583,881,222","-346,065,246",2470,RIO PRIMERO,BAR,MINUTAS,CLASICO PORTEÑO,,,lunes a viernes de 7 a 20,PERON JUAN DOMINGO TTE.,1517,,"PERON, JUAN DOMINGO, TTE. GENERAL 1517",San Nicolas,1,1037,C1037ACC
"-583,946,208","-345,985,565",1912,RIOBAMBA,CAFE,,,4813 7451,,,RIOBAMBA,902,,RIOBAMBA 902,Recoleta,2,1116,C1116ABD
"-583,883,249","-3,463,448",934,RIQUI,RESTAURANTE,,,,,,PERDRIEL,59,,PERDRIEL 59,Barracas,4,1280,C1280AEA
"-584,098,929","-345,890,887",416,RISTRETTO,RESTAURANTE,SANDWICHERIA,MODERNO,4822 4800,,,SANTA FE,3199,,SANTA FE AV. 3199,Recoleta,2,1425,C1425BGG
"-583,816,613","-346,155,251",1467,RISTRETTO BAR,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4393 9123,,,LIMA,611,,LIMA 611,Monserrat,1,1073,C1073AAM
"-584,356,273","-346,198,568",1061,RITUAL,CAFE,TRADICIONAL,MODERNO,4904 0476,,,MORENO JOSE MARIA,144,,"MORENO, JOSE MARIA AV. 144",Caballito,6,1424,C1424AAO
"-583,709,457","-346,057,897",2471,ROBIN,BAR,TRADICIONAL,MODERNO,4342 3484,,lunes a viernes de 6 a 20,25 DE MAYO,172,,25 DE MAYO 172,San Nicolas,1,1002,C1002ABD
"-583,846,131","-346,075,407",2472,ROCA,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4384 7014,,,MITRE BARTOLOME,1286,,"MITRE, BARTOLOME 1286",San Nicolas,1,1036,C1036AAX
"-583,931,991","-345,939,884",1914,RODIZINHO,CAFE,INTERNACIONAL,CLASICO PORTEÑO,4814 1776,www.rodizinho.com.ar,,CALLAO,1292,,CALLAO AV. 1292,Recoleta,2,1023,C1023AAS
"-583,665,278","-346,081,469",1627,RODIZIO MADERO,RESTAURANTE,PARRILLA,MODERNO,4334 3646,,,MOREAU DE JUSTO ALICIA,848,,"MOREAU DE JUSTO, ALICIA AV. 848",Puerto Madero,1,1107,C1107AAR
"-584,512,216","-34,580,746",573,ROJO INTENSO,RESTAURANTE,MINUTAS,MODERNO,4553 9813,,,LACROZE FEDERICO,3517,,"LACROZE, FEDERICO AV. 3517",Chacarita,15,1427,C1427EDA
"-584,071,083","-345,782,953",1516,ROJO Y NEGRO,CAFE,INTERNACIONAL,MODERNO,,,,DEL LIBERTADOR,2661,,DEL LIBERTADOR AV. 2661,Palermo,14,1425,C1425AAM
"-583,743,784","-346,207,289",2621,ROLI,BAR,MINUTAS,MODERNO,4300 2723,,lunes a domingo de 7 a 22,HUMBERTO 1º,601,,HUMBERTO 1º 601,San Telmo,1,,
"-583,792,396","-346,024,851",2474,ROMA,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4322 7608,,,LAVALLE,888,,LAVALLE 888,San Nicolas,1,1047,C1047AAR
"-583,943,489","-345,885,429",1915,ROMARIO,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,,,lunes a domingo de 12 a 16 y de 19 a 1,LOPEZ VICENTE,2102,,"LOPEZ, VICENTE 2102",Recoleta,2,1128,C1128ACH
"-584,325,154","-34,580,761",418,ROMARIO,RESTAURANTE,,,,,,FITZ ROY,2104,,FITZ ROY 2104,Palermo,14,1425,C1425FVB
"-584,060,409","-345,883,501",1913,ROMARIO,,ITALIANA,,,,,JUNCAL,2864,,JUNCAL 2864,Recoleta,2,1425,C1425AYJ
"-583,961,411","-345,945,414",1916,ROMARIO,RESTAURANTE,PIZZERIA,,,,,ARENALES,2019,,ARENALES 2019,Recoleta,2,1124,C1124AAE
"-584,117,339","-345,804,707",417,ROMARIO,RESTAURANTE,PIZZERIA,MODERNO,4511 4444,www.romario.com,,CABELLO,3700,,CABELLO 3700,Palermo,14,1425,C1425APN
"-583,983,029","-345,804,919",420,ROND POINT,RESTAURANTE,MINUTAS,MODERNO,4802 0790,,,FIGUEROA ALCORTA PRES.,3009,,"FIGUEROA ALCORTA, PRES. AV. 3009",Palermo,14,1425,C1425CKJ
"-584,447,538","-345,831,122",574,RONDINELLA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,,,,ALVAREZ THOMAS,12,,ALVAREZ THOMAS AV. 12,Chacarita,15,1427,C1427CCN
"-584,374,961","-34,583,416",419,RONDIZ DE PALERMO,RESTAURANTE,MEDITERRANEA,MEDITERRANEO,15 5003 5619,,,BONPLAND,1694,,BONPLAND 1694,Palermo,14,1414,C1414CMT
"-584,192,996","-345,915,173",421,ROOF,RESTAURANTE,MEDITERRANEA,ANTIGUO,4867 5888,www.roofargentina.com.ar,lunes de 8.30 a 1 - martes a sábado de 12.30 al cierre,COSTA RICA,4001,,COSTA RICA 4001,Palermo,14,1176,C1176ADC
"-583,973,735","-345,927,786",1917,ROSSO,RESTAURANTE,INTERNACIONAL,MODERNO,4822 4606,www.rossocafe.com.ar,,URIBURU,1305,,"URIBURU JOSE E., Pres. 1305",Recoleta,2,1114,C1114AAK
"-584,850,334","-345,777,361",2815,ROTCO,,PIZZERIA,MODERNO,,,,MENDOZA AV,5207,,MENDOZA AV. 5207,Villa Urquiza,12,1431,C1431CIO
"-584,708,357","-345,457,495",2080,ROX,RESTAURANTE,,CLASICO PORTEÑO,,,,CABILDO,4148,,CABILDO AV. 4148,Saavedra,12,1429,C1429AAZ
"-583,767,219","-34,602,702",2473,ROXY'S,RESTAURANTE,MINUTAS,MODERNO,4328 2210,,,MAIPU,470,,MAIPU 470,San Nicolas,1,1006,C1006ACD
"-584,690,734","-346,306,763",1196,RUBIA RUBIA MORENA,RESTAURANTE,MINUTAS,MODERNO,4613 1131,,,RIVADAVIA,7374,,RIVADAVIA AV. 7374,Flores,7,1406,C1406GMQ
"-583,857,304","-345,934,054",2040,RUCULA RESTO DECO BAR,RESTAURANTE,INTERNACIONAL,DISEÑO,4811 2679,,,TALCAHUANO,1281,,TALCAHUANO 1281,Retiro,1,1014,C1014ADA
"-584,089,602","-345,824,919",422,RUISEÑOR,BAR,TRADICIONAL,CLASICO PORTEÑO,,,,LAS HERAS GRAL.,3499,,LAS HERAS GENERAL AV. 3499,Palermo,14,1425,C1425ASL
"-584,445,739","-345,563,181",550,RULO'S,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4782 5111,,,ECHEVERRIA,1290,,ECHEVERRIA 1290,Belgrano,13,1428,C1428DQN
"-58,430,913","-345,811,126",423,RUM PUAM,BAR,,,,,,GUATEMALA,5499,,GUATEMALA 5499,Palermo,14,1425,C1425BVE
"-584,075,125","-345,873,831",1918,RUTA DEL ALBA,RESTAURANTE,MINUTAS,MODERNO,4822 3615,,lunes a viernes de 6 a 1,BILLINGHURST,2099,,BILLINGHURST 2099,Recoleta,2,1425,C1425DTO
"-584,306,782","-345,910,234",424,S. F UN LUGAR,RESTAURANTE,MEDITERRANEA,CLASICO PORTEÑO,4831 1441,,,CABRERA JOSE A.,4849,,"CABRERA, JOSE A. 4849",Palermo,14,1414,C1414BGM
"-583,765,815","-346,115,601",1063,SABIS,CAFE,,,,,,MORENO,723,,MORENO 723,Monserrat,1,1091,C1091AAO
"-584,024,982","-346,074,528",872,SABOR A TANGO,RESTAURANTE,,,4953 8700,,,PERON JUAN DOMINGO TTE.,2535,,"PERON, JUAN DOMINGO, TTE. GENERAL 2535",Balvanera,3,1040,C1040AAO
"-583,855,526","-34,598,736",2039,SABORES,RESTAURANTE,,,,,,TALCAHUANO,850,,TALCAHUANO 850,Retiro,1,1013,C1013AAR
"-583,832,294","-346,108,865",1469,SABORES,RESTAURANTE,,,4383 1925,,,ALSINA ADOLFO,1193,,"ALSINA, ADOLFO 1193",Monserrat,1,1088,C1088AAE
"-583,764,811","-346,060,529",2475,SABORES CASEROS,RESTAURANTE,MINUTAS,MODERNO,4328 4981,,,MAIPU,187,,MAIPU 187,San Nicolas,1,1084,C1084ABC
"-583,834,515","-346,120,143",1471,SABORES COSAS RICAS,RESTAURANTE,,,4383 1923,,,MORENO,1207,,MORENO 1207,Monserrat,1,1091,C1091AAY
"-583,714,688","-345,990,433",2476,SABOT,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4313 6587,,,25 DE MAYO,756,,25 DE MAYO 756,San Nicolas,1,1002,C1002ABP
"-584,614,063","-345,783,433",2769,SABROSON,CAFE,TRADICIONAL,CAMPESTRE,4553 2008,,lunes a lunes de 12 al cierre,ALVAREZ THOMAS,1384,,ALVAREZ THOMAS AV. 1384,Villa Ortuzar,15,1427,C1427CDN
"-584,614,063","-345,783,433",2768,SABROSON,CAFE,TRADICIONAL,CAMPESTRE,4553 2008,,lunes a lunes de 12 al cierre,ALVAREZ THOMAS,1384,,ALVAREZ THOMAS AV. 1384,Villa Ortuzar,15,1427,C1427CDN
"-584,366,314","-34,579,141",426,SACHA,RESTAURANTE,INTERNACIONAL,,4773 8988,,,NICARAGUA,5901,,NICARAGUA 5901,Palermo,14,1414,C1414BWK
"-583,764,192","-345,922,672",2041,SAFARI,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4311 4530,,,DEL LIBERTADOR,182,,DEL LIBERTADOR AV. 182,Retiro,1,1001,C1001ABO
"-58,427,496","-345,892,206",425,SAGRADO,RESTAURANTE,DE AUTOR,,4833 5771,,,EL SALVADOR,4714,,EL SALVADOR 4714,Palermo,14,1414,C1414BPL
"-58,392,669","-345,889,154",1919,SAHARA,RESTAURANTE,INTERNACIONAL,INDIA,4801 7544,,,JUNIN,1735,,JUNIN 1735,Recoleta,2,1113,C1113AAS
"-584,013,226","-345,837,026",427,SAINT MARGARET,RESTAURANTE,SANDWICHERIA,CLASICO PORTEÑO,4802 2161,,,LAS HERAS GRAL.,2801,,LAS HERAS GENERAL AV. 2801,Palermo,14,1425,C1425ASF
"-58,423,021","-345,979,203",665,SAINT'S BAR,CAFE,,,4864 1708,www.saintsbar.com.ar,,LAVALLE,4082,,LAVALLE 4082,Almagro,5,1190,C1190ABB
"-584,390,705","-346,287,133",1062,SALI DE LA CORNIZA,PUB,MINUTAS,AUTOS,,,,DIRECTORIO,843,,DIRECTORIO AV. 843,Caballito,6,1424,C1424CII
"-585,054,131","-346,547,773",1317,SALON DORADO S.A,RESTAURANTE,INTERNACIONAL,MODERNO,4687 0506,,,LEGUIZAMON MARTINIANO,1723,,"LEGUIZAMON, MARTINIANO 1723",Mataderos,9,1440,C1440DYK
"-584,400,002","-345,949,385",2683,SALSA CRIOLLA,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,4858 1991,,,RAMIREZ DE VELAZCO JUAN,900,,"RAMIREZ DE VELASCO, JUAN 900",Villa Crespo,15,1414,C1414AQR
"-584,660,815","-346,284,887",1199,SALSA CRIOLLA II,CONFITERIA,,,,,,BOLIVIA,100,,ESTADO PLURINACIONAL DE BOLIVIA 100,Flores,7,1406,C1406ACB
"-584,523,369","-345,593,912",551,SALVAME MARIA,RESTAURANTE,FUSION,CLASICO PORTEÑO,4783 5353,www.salvamemaria.com,,JURAMENTO,1905,,JURAMENTO AV. 1905,Belgrano,13,1428,C1428DNE
"-585,295,651","-346,175,362",2785,SAMMY,,MINUTAS,CLASICO PORTEÑO,4642 9932,,lunes a viernes de 8.30 a 21,BEIRO FRANCISCO,5750,,"BEIRO, FRANCISCO AV. 5750",Villa Real,10,1419,C1419IAT
"-583,960,897","-346,353,356",1584,SAN ANTONIO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,,,,CASEROS,2401,,CASEROS AV. 2401,Parque Patricios,4,1264,C1264AAE
"-584,496","-345,781,055",605,SAN ANTONIO,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4554 4227,,,LACROZE FEDERICO,3217,,"LACROZE, FEDERICO AV. 3217",Colegiales,13,1426,C1426CQF
"-583,914,858","-345,883,948",1920,SAN BABILA,RESTAURANTE,ITALIANA,CLASICO PORTEÑO,4801 9444,,,ORTIZ ROBERTO M. Pres.,1815,,"ORTIZ, ROBERTO M., Pres. 1815",Recoleta,2,1113,C1113ABA
"-58,442,846","-346,066,686",1064,SAN CAMILO,PUB,MINUTAS,CLASICO PORTEÑO,4982 1789,,,GALLARDO ANGEL,894,,"GALLARDO, ANGEL AV. 894",Caballito,6,1405,C1405DJV
"-584,299,746","-346,155,163",666,SAN CARLOS,RESTAURANTE,INTERNACIONAL,MODERNO,4902 0324,,,RIVADAVIA,4548,,RIVADAVIA AV. 4548,Caballito,6,1424,C1424CEN
"-584,299,746","-346,155,163",1065,SAN CARLOS,CAFE,INTERNACIONAL,MODERNO,4902 0324,,,RIVADAVIA,4548,,RIVADAVIA AV. 4548,Caballito,6,1424,C1424CEN
"-58,457,412","-345,624,159",552,SAN CAYETANO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4783 0140,,,JURAMENTO,2465,,JURAMENTO AV. 2465,Belgrano,13,1428,C1428DNO
"-584,082,552","-345,892,644",1921,SAN CAYETANO,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,4822 9239,,lunes a domingo de 12 a 15 y de 20 a 00,ARENALES,3102,,ARENALES 3102,Recoleta,2,1425,C1425BEN
"-583,938,246","-346,058,052",874,SAN CAYETANO BAR,RESTAURANTE,,,,,,SARMIENTO,1906,,SARMIENTO 1906,Balvanera,3,1044,C1044AAD
"-583,915,983","-346,225,614",2089,SAN CRISTOBAL,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,,,,ENTRE RIOS,1189,,ENTRE RIOS AV. 1189,San Cristobal,3,1080,C1080ABF
"-584,667,582","-346,456,444",1533,SAN FRANCISCO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4637 2424,,lunes a sábado de 8 a 22,PERON EVA,3655,,"PERON, EVA AV. 3655",Parque Avellaneda,9,1407,C1407HUA
"-584,540,914","-346,314,962",1546,SAN GENNARO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4631 0833,,lunes a lunes de 7 a 00,DIRECTORIO,1900,,DIRECTORIO AV. 1900,Parque Chacabuco,7,1406,C1406GZU
"-583,859,001","-346,248,078",1118,SAN JOSE,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4306 6916,,,CONSTITUCION,1402,,CONSTITUCION 1402,Constitucion,1,1151,C1151AAJ
"-583,793,101","-346,054,589",2478,SAN JOSE,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4328 9657,,,SUIPACHA,245,,SUIPACHA 245,San Nicolas,1,1008,C1008AAE
"-584,196,343","-346,395,789",1493,SAN JOSE,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,,,,CASEROS,3902,,CASEROS AV. 3902,Nueva Pompeya,4,1263,C1263AAV
"-584,623,471","-346,288,308",1200,SAN JOSE,RESTAURANTE,,,,,,RIVADAVIA,6882,,RIVADAVIA AV. 6882,Flores,7,1406,C1406GLY
"-584,249,942","-346,347,724",1547,SAN LORENZO,RESTAURANTE,MINUTAS,FUTBOL,4921 4482,san_lorenzo_bar@hotmail.com,lunes a lunes de 9 a 22,LA PLATA,1697,,LA PLATA AV. 1697,Parque Chacabuco,7,1250,C1250AAG
"-584,008,161","-345,979,506",1922,SAN MARTIN,BAR,MINUTAS,CLASICO PORTEÑO,4962 4636,,,PARAGUAY,2301,,PARAGUAY 2301,Recoleta,2,1121,C1121ABK
"-583,767,705","-345,997,642",2477,SAN MATEA,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,,,,MAIPU,701,,MAIPU 701,San Nicolas,1,1006,C1006ACI
"-583,742,842","-346,397,573",935,SAN MIGUEL,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,4303 4598,,,MONTES DE OCA MANUEL,1002,,"MONTES DE OCA, MANUEL 1002",Barracas,4,1270,C1270AAX
"-584,097,126","-346,299,398",1587,SAN MIGUEL,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4912 8690,,,GARAY JUAN DE,3196,,"GARAY, JUAN DE AV. 3196",Parque Patricios,4,1256,C1256ABN
"-584,443,002","-34,594,764",669,SAN MIGUEL,RESTAURANTE,MINUTAS,MODERNO,,,,CORRIENTES,0,"JUSTO, JUAN B","CORRIENTES AV. y JUSTO, JUAN B. AV.",Villa Crespo,15,,
"-583,881,987","-345,991,645",1923,SAN NICOLAS,BAR,MINUTAS,CLASICO PORTEÑO,4815 0735,,,PARANA,816,,PARANA 816,Recoleta,2,1017,C1017AAR
"-585,079,178","-346,208,887",1335,SAN PEDRO,RESTAURANTE,MINUTAS,MODERNO,4566 3112,,,ALVAREZ JONTE,5001,,ALVAREZ JONTE AV. 5001,Monte Castro,10,1407,C1407GPE
"-583,819,414","-346,100,677",1472,SAN PEDRO,CAFE,MINUTAS,MODERNO,4382 4077,,,LIMA,135,,LIMA 135,Monserrat,1,1073,C1073AAC
"-583,713,579","-346,219,847",2623,SAN TELMO NAIF,BAR,MINUTAS,TANGO,4361 7270,santelmonaif_1@hotmail.com,,DEFENSA,1201,,DEFENSA 1201,San Telmo,1,1143,C1143AAA
"-583,743,462","-34,619,886",2622,SAN TELMO PLAZA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,,,,PERU,1017,,PERU 1017,San Telmo,1,1068,C1068AAK
"-583,709,952","-346,049,949",2479,SAN VILLANUEVA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4342 2473,,,25 DE MAYO,238,,25 DE MAYO 238,San Nicolas,1,1002,C1002ABF
"-583,765,953","-345,999,102",2480,SANDWICHERIA SAXO,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4326 0044,,,VIAMONTE,681,,VIAMONTE 681,San Nicolas,1,1053,C1053ABM
"-583,739,692","-346,017,488",2482,SANTA CATALINA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4393 3965,,,SAN MARTIN,534,,SAN MARTIN 534,San Nicolas,1,1004,C1004AAL
"-584,878,384","-346,349,886",2646,SANTA CLARA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4672 6223,,,CARRASCO,23,,CARRASCO AV. 23,Velez Sarsfield,10,1407,C1407AUA
"-583,847,056","-346,086,484",2481,SANTA CRUZ,RESTAURANTE,TRADICIONAL,,4383 3833,,lunes a viernes de 7 a 21,RIVADAVIA AV,1285,,RIVADAVIA AV. 1285,San Nicolas,1,1033,C1033AAC
"-583,850,514","-346,061,686",2483,SANTA MARINA,RESTAURANTE,SANDWICHERIA,CLASICO PORTEÑO,4374 8346,,lunes a viernes de 8.30 a 23.30,TALCAHUANO,224,,TALCAHUANO 224,San Nicolas,1,1013,C1013AAF
"-584,300,795","-345,727,396",428,SANTINO,RESTAURANTE,ITALIANA,CLASICO PORTEÑO,4779 9060,,,BAEZ,196,,BAEZ 196,Palermo,14,1426,C1426BRD
"-58,374,202","-34,598,877",2484,SAPORI,RESTAURANTE,ITALIANA,BRITANICA,4312 8577,,,SAN MARTIN,774,,SAN MARTIN 774,San Nicolas,1,1004,C1004AAP
"-584,288,126","-345,869,026",430,SAPORO SUSHI,RESTAURANTE,SUSHI,RUSTICA,4833 0700,,,COSTA RICA,4875,,COSTA RICA 4875,Palermo,14,1414,C1414BSM
"-584,375,028","-345,831,502",429,SAQQUARA,RESTAURANTE,,,,,,HONDURAS,5717,,HONDURAS 5717,Palermo,14,1414,C1414BNG
"-584,362,157","-345,913,978",2686,SARKIS,RESTAURANTE,ARABE,CLASICO PORTEÑO,4772 4911,,,THAMES,1101,,THAMES 1101,Villa Crespo,15,1414,C1414DCW
"-584,185,874","-345,838,525",431,SATAY,RESTAURANTE,,,4833 6565,,,ARMENIA,2475,,ARMENIA 2475,Palermo,14,1425,C1425FBI
"-583,909,082","-346,067,449",2486,SAVOY,RESTAURANTE,,,4371 9060,,,PERON JUAN DOMINGO TTE.,1702,,"PERON, JUAN DOMINGO, TTE. GENERAL 1702",San Nicolas,1,1037,C1037ACH
